Date,Mgr_01,Mgr_02,Mgr_03,Mgr_04,Mgr_05,Mgr_06,Mgr_07,Mgr_08,Mgr_09,Mgr_10,Mgr_11,Mgr_12,Mgr_13,Mgr_14,Mgr_15,Mgr_16,Mgr_17,Mgr_18,Mgr_19,Mgr_20,SPX,RF
2015-01-31,-0.0515526766405749,-0.0192130022839604,0.0821381472110502,0.0296360936658386,-0.0007146087451808,-0.1200930522431666,0.1213468537835032,-0.0023464528605042,0.0647771601340288,0.0003500095703427,0.0058426528523076,0.03019317556004,-0.0816119831620013,-0.0386390208731545,0.00140294046663,0.0196647009257803,-0.0399076279739278,-0.0032829305822865,0.0056685083025696,0.0063740268587786,0.0100663292318537,-0.0003336723260026
2015-02-28,0.0406579535599963,0.0015775883532341,0.0620176055824845,0.04246350367754,0.0270227256773801,-0.0148598215228033,0.1065281409537816,-0.1229544187827484,0.0017854231308408,0.0246310158463414,0.0220865056755471,0.1278267863724919,-0.0044229497219281,0.0157162610205081,-0.026269997390125,0.025496257893296,0.0108960886589942,0.0161557485639949,0.0153063970501862,0.025291333672053,-0.0058727604528329,0.00016114085142
2015-03-31,0.0737429856876034,0.0891435018496809,0.0160524363658231,0.0126534224617684,0.0129102631701891,-0.0132900119470138,0.0700350300581551,-0.1270660053297511,0.0222346632150173,0.0229972975313543,-0.0535278226226988,0.0372983124711576,-0.003380109688282,0.019375815716653,0.008779139872302,0.0080526810856606,-0.0615651228770979,-0.0659011137939631,-0.1282920783392322,0.0197135528203864,-0.0389153271107977,7.325720894894156e-06
2015-04-30,-0.0064180501988497,0.0104248274129862,-0.028418455859189,0.0455401346613069,0.0231485720092958,-0.0070589786449014,-0.0456025698115173,-0.0069933229901576,0.0405458452997862,0.0977749127803479,0.0017955950206002,-0.015412127543549,0.0808631453659746,0.0129129092618792,-0.0130720171264411,0.0127316395367501,0.051384044195421,0.0105958707707521,-0.0096947892590745,-0.00841943541055,-0.0400741996726142,-0.0003365079351789
2015-05-31,-0.0532542737283151,0.0514010390778491,-0.0419409946975546,0.0174640712094391,-0.0197649914432262,-0.0668117246434584,0.0542357325175265,-0.0198655865335883,0.0119961123767949,-0.0082170627721695,0.0385345235403313,-0.0236024418309455,-0.0516532778384999,0.0088763718432317,-0.0113721610894617,-0.0042708554207088,-0.0719780257554637,0.0159880365625459,0.0040598482635155,0.0213745551917252,0.018100365942116,0.0002512469514881
2015-06-30,-0.0522433112901389,-0.0198372933916454,0.0472232364048892,0.0333737186119898,0.0304075237673765,0.0427305429455549,0.0421264754703557,-0.0126136674586608,0.0124200056695009,0.0423562336442069,0.0417530907509781,-0.0175475939202854,-0.0118789828390787,0.0745988594136849,0.0235365903561155,0.0574762535697519,-0.0184236417266958,-0.1190651505834191,-0.0121602859729016,0.0999953208195633,0.05131532526162,0.0003703345689311
2015-07-31,0.0428903126588469,-0.0527949688375478,0.0112876787244328,-0.0319213725736933,0.0535335426889802,0.0391682892447763,0.0310467150687457,-0.0079596411229694,0.0430632409521923,-0.052696636269443,0.1048152130935754,-0.0077626744254064,0.0663124070795302,-0.0552279028238189,-0.0362898765291748,-0.0270924691004194,-0.0359385814237826,-0.0432265039991788,-0.0544929814912852,-0.0076506555881143,-0.0006589252134284,0.0003813582017926
2015-08-31,0.0488664285553607,-0.0422283438575868,0.0197024070843707,-0.0041551888274106,-0.0286778539083066,-0.0914654649085536,0.076422484425274,0.0076823150195565,0.0040163364655463,0.0493244817452752,0.0862482973444396,-0.0155118949626563,0.0194737990543897,-0.0055295145124013,0.037104376718226,-0.0159526025528387,0.007916477941283,0.0375934686523433,-0.0351144612837906,0.0219969606832359,0.0085717214188019,0.0001551246214636
2015-09-30,0.0359611581288084,-0.0306972990337574,-0.0664107245802962,0.0157488373271585,-0.0260697654916879,0.0504715630825473,0.0418872470001197,0.0522306870071472,-0.0256105418394354,0.0176173959601883,-0.0676280168373217,0.065464311760665,0.0237006877884401,0.0527556915755677,-0.038114313289322,0.0053162548697147,-0.0391202029520252,0.0363585964770012,-0.0094508142610164,0.0580244842362546,0.0317147334075148,9.254496104875645e-05
2015-10-31,-0.0419905811471611,0.1064738979505472,0.0370159644661887,0.0487339479242465,0.0442608671182102,0.1380490128098846,0.0477702172820965,-0.0747814457554905,-0.0116898067553315,-0.0357647440117392,0.1137107467426056,-0.1003228325722093,0.0069650765426909,0.0592265100562677,-0.0155030422624404,0.0361711853739549,-0.0175193602223295,-0.0578058991349251,0.0094892641915302,0.0529736816154171,-0.0395438154785647,0.0003489646575124
